==========
일반 데이터 보고서
==========

시험 데이타 파일 : C:\Zive Data\Smart Interface\Experiments\Data\박겸손\23_DCIR_FCC_cyc\20230524\HNE_FCC_DCIR3_06_026.wrd
테스트 기간 : 2023-05-24 03:59:46 ~ 2023-05-27 03:12:59
데이터 개수 : 14477
시험자 성명 : 
상품 번호 : 
메모 : 
조건 파일명 : F:\23_DCIR_FCC.cyc
단계 개수 : 24

--------------	--------------	--------------	--------------	--------------	--------------	--------------	--------------	--------------	--------------	--------------	--------------	--------------	--------------	--------------	--------------	--------------	--------------	--------------
인덱스         	시험_시간(s)   	사이클_번호    	사이클_시간(s) 	단계_번호      	단계_시간(s)   	전류(A)        	전압(V)        	IR(ohm)       	보조전압1(V)   	보조전압2(V)   	보조전압3(V)   	온도('C)       	OCP(V)         	파워(W)        	부하(Ohm)      	누적_용량(Ah)  	절대값_용량(Ah)	전류_범위      
--------------	--------------	--------------	--------------	--------------	--------------	--------------	--------------	--------------	--------------	--------------	--------------	--------------	--------------	--------------	--------------	--------------	--------------	--------------
76            	0:00:37:38.940	1             	0:00:37:38.940	3             	0:00:34:30.000	0.00000E+000  	2.68019E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	2.68019E+000  	0.00000E+000  	0.00000E+000  	-2.30543E-005 	0.00000E+000  	101mA         
77            	0:00:38:08.940	1             	0:00:38:08.940	3             	0:00:35:00.000	0.00000E+000  	2.68050E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	2.68050E+000  	0.00000E+000  	0.00000E+000  	-2.30543E-005 	0.00000E+000  	101mA         
78            	0:00:38:38.940	1             	0:00:38:38.940	3             	0:00:35:30.000	0.00000E+000  	2.68098E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	2.68098E+000  	0.00000E+000  	0.00000E+000  	-2.30543E-005 	0.00000E+000  	101mA         
79            	0:00:39:08.940	1             	0:00:39:08.940	3             	0:00:36:00.000	0.00000E+000  	2.68130E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	2.68130E+000  	0.00000E+000  	0.00000E+000  	-2.30543E-005 	0.00000E+000  	101mA         
80            	0:00:39:38.940	1             	0:00:39:38.940	3             	0:00:36:30.000	0.00000E+000  	2.68177E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	2.68177E+000  	0.00000E+000  	0.00000E+000  	-2.30543E-005 	0.00000E+000  	101mA         
81            	0:00:40:08.940	1             	0:00:40:08.940	3             	0:00:37:00.000	0.00000E+000  	2.68225E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	2.68225E+000  	0.00000E+000  	0.00000E+000  	-2.30543E-005 	0.00000E+000  	101mA         
82            	0:00:40:38.940	1             	0:00:40:38.940	3             	0:00:37:30.000	0.00000E+000  	2.68256E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	2.68256E+000  	0.00000E+000  	0.00000E+000  	-2.30543E-005 	0.00000E+000  	101mA         
83            	0:00:41:08.940	1             	0:00:41:08.940	3             	0:00:38:00.000	0.00000E+000  	2.68304E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	2.68304E+000  	0.00000E+000  	0.00000E+000  	-2.30543E-005 	0.00000E+000  	101mA         
84            	0:00:41:38.940	1             	0:00:41:38.940	3             	0:00:38:30.000	0.00000E+000  	2.68336E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	2.68336E+000  	0.00000E+000  	0.00000E+000  	-2.30543E-005 	0.00000E+000  	101mA         
85            	0:00:42:08.940	1             	0:00:42:08.940	3             	0:00:39:00.000	0.00000E+000  	2.68367E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	2.68367E+000  	0.00000E+000  	0.00000E+000  	-2.30543E-005 	0.00000E+000  	101mA         
86            	0:00:42:38.940	1             	0:00:42:38.940	3             	0:00:39:30.000	0.00000E+000  	2.68431E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	2.68431E+000  	0.00000E+000  	0.00000E+000  	-2.30543E-005 	0.00000E+000  	101mA         
87            	0:00:43:08.940	1             	0:00:43:08.940	3             	0:00:40:00.000	0.00000E+000  	2.68462E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	2.68462E+000  	0.00000E+000  	0.00000E+000  	-2.30543E-005 	0.00000E+000  	101mA         
88            	0:00:43:38.940	1             	0:00:43:38.940	3             	0:00:40:30.000	0.00000E+000  	2.68478E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	2.68478E+000  	0.00000E+000  	0.00000E+000  	-2.30543E-005 	0.00000E+000  	101mA         
89            	0:00:44:08.940	1             	0:00:44:08.940	3             	0:00:41:00.000	0.00000E+000  	2.68542E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	2.68542E+000  	0.00000E+000  	0.00000E+000  	-2.30543E-005 	0.00000E+000  	101mA         
90            	0:00:44:38.940	1             	0:00:44:38.940	3             	0:00:41:30.000	0.00000E+000  	2.68573E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	2.68573E+000  	0.00000E+000  	0.00000E+000  	-2.30543E-005 	0.00000E+000  	101mA         
91            	0:00:45:08.940	1             	0:00:45:08.940	3             	0:00:42:00.000	0.00000E+000  	2.68621E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	2.68621E+000  	0.00000E+000  	0.00000E+000  	-2.30543E-005 	0.00000E+000  	101mA         
92            	0:00:45:38.940	1             	0:00:45:38.940	3             	0:00:42:30.000	0.00000E+000  	2.68621E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	2.68621E+000  	0.00000E+000  	0.00000E+000  	-2.30543E-005 	0.00000E+000  	101mA         
93            	0:00:46:08.940	1             	0:00:46:08.940	3             	0:00:43:00.000	0.00000E+000  	2.68684E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	2.68684E+000  	0.00000E+000  	0.00000E+000  	-2.30543E-005 	0.00000E+000  	101mA         
94            	0:00:46:38.940	1             	0:00:46:38.940	3             	0:00:43:30.000	0.00000E+000  	2.68700E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	2.68700E+000  	0.00000E+000  	0.00000E+000  	-2.30543E-005 	0.00000E+000  	101mA         
95            	0:00:47:08.940	1             	0:00:47:08.940	3             	0:00:44:00.000	0.00000E+000  	2.68747E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	2.68747E+000  	0.00000E+000  	0.00000E+000  	-2.30543E-005 	0.00000E+000  	101mA         
96            	0:00:47:38.940	1             	0:00:47:38.940	3             	0:00:44:30.000	0.00000E+000  	2.68779E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	2.68779E+000  	0.00000E+000  	0.00000E+000  	-2.30543E-005 	0.00000E+000  	101mA         
97            	0:00:48:08.940	1             	0:00:48:08.940	3             	0:00:45:00.000	0.00000E+000  	2.68811E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	2.68811E+000  	0.00000E+000  	0.00000E+000  	-2.30543E-005 	0.00000E+000  	101mA         
98            	0:00:48:38.940	1             	0:00:48:38.940	3             	0:00:45:30.000	0.00000E+000  	2.68843E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	2.68843E+000  	0.00000E+000  	0.00000E+000  	-2.30543E-005 	0.00000E+000  	101mA         
99            	0:00:49:08.940	1             	0:00:49:08.940	3             	0:00:46:00.000	0.00000E+000  	2.68874E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	2.68874E+000  	0.00000E+000  	0.00000E+000  	-2.30543E-005 	0.00000E+000  	101mA         
100           	0:00:49:38.940	1             	0:00:49:38.940	3             	0:00:46:30.000	0.00000E+000  	2.68906E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	2.68906E+000  	0.00000E+000  	0.00000E+000  	-2.30543E-005 	0.00000E+000  	101mA         
101           	0:00:50:08.940	1             	0:00:50:08.940	3             	0:00:47:00.000	0.00000E+000  	2.68953E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	2.68953E+000  	0.00000E+000  	0.00000E+000  	-2.30543E-005 	0.00000E+000  	101mA         
102           	0:00:50:38.940	1             	0:00:50:38.940	3             	0:00:47:30.000	0.00000E+000  	2.68969E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	2.68969E+000  	0.00000E+000  	0.00000E+000  	-2.30543E-005 	0.00000E+000  	101mA         
103           	0:00:51:08.940	1             	0:00:51:08.940	3             	0:00:48:00.000	0.00000E+000  	2.69001E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	2.69001E+000  	0.00000E+000  	0.00000E+000  	-2.30543E-005 	0.00000E+000  	101mA         
104           	0:00:51:38.940	1             	0:00:51:38.940	3             	0:00:48:30.000	0.00000E+000  	2.69049E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	2.69049E+000  	0.00000E+000  	0.00000E+000  	-2.30543E-005 	0.00000E+000  	101mA         
105           	0:00:52:08.940	1             	0:00:52:08.940	3             	0:00:49:00.000	0.00000E+000  	2.69080E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	2.69080E+000  	0.00000E+000  	0.00000E+000  	-2.30543E-005 	0.00000E+000  	101mA         
106           	0:00:52:38.940	1             	0:00:52:38.940	3             	0:00:49:30.000	0.00000E+000  	2.69112E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	2.69112E+000  	0.00000E+000  	0.00000E+000  	-2.30543E-005 	0.00000E+000  	101mA         
107           	0:00:53:08.940	1             	0:00:53:08.940	3             	0:00:50:00.000	0.00000E+000  	2.69144E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	2.69144E+000  	0.00000E+000  	0.00000E+000  	-2.30543E-005 	0.00000E+000  	101mA         
108           	0:00:53:38.940	1             	0:00:53:38.940	3             	0:00:50:30.000	0.00000E+000  	2.69159E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	2.69159E+000  	0.00000E+000  	0.00000E+000  	-2.30543E-005 	0.00000E+000  	101mA         
109           	0:00:54:08.940	1             	0:00:54:08.940	3             	0:00:51:00.000	0.00000E+000  	2.69207E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	2.69207E+000  	0.00000E+000  	0.00000E+000  	-2.30543E-005 	0.00000E+000  	101mA         
110           	0:00:54:38.940	1             	0:00:54:38.940	3             	0:00:51:30.000	0.00000E+000  	2.69223E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	2.69223E+000  	0.00000E+000  	0.00000E+000  	-2.30543E-005 	0.00000E+000  	101mA         
111           	0:00:55:08.940	1             	0:00:55:08.940	3             	0:00:52:00.000	0.00000E+000  	2.69270E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	2.69270E+000  	0.00000E+000  	0.00000E+000  	-2.30543E-005 	0.00000E+000  	101mA         
112           	0:00:55:38.940	1             	0:00:55:38.940	3             	0:00:52:30.000	0.00000E+000  	2.69286E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	2.69286E+000  	0.00000E+000  	0.00000E+000  	-2.30543E-005 	0.00000E+000  	101mA         
113           	0:00:56:08.940	1             	0:00:56:08.940	3             	0:00:53:00.000	0.00000E+000  	2.69334E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	2.69334E+000  	0.00000E+000  	0.00000E+000  	-2.30543E-005 	0.00000E+000  	101mA         
114           	0:00:56:38.940	1             	0:00:56:38.940	3             	0:00:53:30.000	0.00000E+000  	2.69350E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	2.69350E+000  	0.00000E+000  	0.00000E+000  	-2.30543E-005 	0.00000E+000  	101mA         
115           	0:00:57:08.940	1             	0:00:57:08.940	3             	0:00:54:00.000	0.00000E+000  	2.69381E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	2.69381E+000  	0.00000E+000  	0.00000E+000  	-2.30543E-005 	0.00000E+000  	101mA         
116           	0:00:57:38.940	1             	0:00:57:38.940	3             	0:00:54:30.000	0.00000E+000  	2.69429E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	2.69429E+000  	0.00000E+000  	0.00000E+000  	-2.30543E-005 	0.00000E+000  	101mA         
117           	0:00:58:08.940	1             	0:00:58:08.940	3             	0:00:55:00.000	0.00000E+000  	2.69429E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	2.69429E+000  	0.00000E+000  	0.00000E+000  	-2.30543E-005 	0.00000E+000  	101mA         
118           	0:00:58:38.940	1             	0:00:58:38.940	3             	0:00:55:30.000	0.00000E+000  	2.69460E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	2.69460E+000  	0.00000E+000  	0.00000E+000  	-2.30543E-005 	0.00000E+000  	101mA         
119           	0:00:59:08.940	1             	0:00:59:08.940	3             	0:00:56:00.000	0.00000E+000  	2.69492E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	2.69492E+000  	0.00000E+000  	0.00000E+000  	-2.30543E-005 	0.00000E+000  	101mA         
120           	0:00:59:38.940	1             	0:00:59:38.940	3             	0:00:56:30.000	0.00000E+000  	2.69524E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	2.69524E+000  	0.00000E+000  	0.00000E+000  	-2.30543E-005 	0.00000E+000  	101mA         
121           	0:01:00:08.940	1             	0:01:00:08.940	3             	0:00:57:00.000	0.00000E+000  	2.69555E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	2.69555E+000  	0.00000E+000  	0.00000E+000  	-2.30543E-005 	0.00000E+000  	101mA         
122           	0:01:00:38.940	1             	0:01:00:38.940	3             	0:00:57:30.000	0.00000E+000  	2.69571E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	2.69571E+000  	0.00000E+000  	0.00000E+000  	-2.30543E-005 	0.00000E+000  	101mA         
123           	0:01:01:08.940	1             	0:01:01:08.940	3             	0:00:58:00.000	0.00000E+000  	2.69603E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	2.69603E+000  	0.00000E+000  	0.00000E+000  	-2.30543E-005 	0.00000E+000  	101mA         
124           	0:01:01:38.940	1             	0:01:01:38.940	3             	0:00:58:30.000	0.00000E+000  	2.69619E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	2.69619E+000  	0.00000E+000  	0.00000E+000  	-2.30543E-005 	0.00000E+000  	101mA         
125           	0:01:02:08.940	1             	0:01:02:08.940	3             	0:00:59:00.000	0.00000E+000  	2.69651E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	2.69651E+000  	0.00000E+000  	0.00000E+000  	-2.30543E-005 	0.00000E+000  	101mA         
126           	0:01:02:38.940	1             	0:01:02:38.940	3             	0:00:59:30.000	0.00000E+000  	2.69682E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	2.69682E+000  	0.00000E+000  	0.00000E+000  	-2.30543E-005 	0.00000E+000  	101mA         
127           	0:01:03:08.940	1             	0:01:03:08.940	3             	0:01:00:00.000	0.00000E+000  	2.69714E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	2.69714E+000  	0.00000E+000  	0.00000E+000  	-2.30543E-005 	0.00000E+000  	101mA         
128           	0:01:03:38.940	1             	0:01:03:38.940	3             	0:01:00:30.000	0.00000E+000  	2.69730E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	2.69730E+000  	0.00000E+000  	0.00000E+000  	-2.30543E-005 	0.00000E+000  	101mA         
129           	0:01:04:08.940	1             	0:01:04:08.940	3             	0:01:01:00.000	0.00000E+000  	2.69746E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	2.69746E+000  	0.00000E+000  	0.00000E+000  	-2.30543E-005 	0.00000E+000  	101mA         
130           	0:01:04:38.940	1             	0:01:04:38.940	3             	0:01:01:30.000	0.00000E+000  	2.69777E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	2.69777E+000  	0.00000E+000  	0.00000E+000  	-2.30543E-005 	0.00000E+000  	101mA         
131           	0:01:05:08.940	1             	0:01:05:08.940	3             	0:01:02:00.000	0.00000E+000  	2.69841E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	2.69841E+000  	0.00000E+000  	0.00000E+000  	-2.30543E-005 	0.00000E+000  	101mA         
132           	0:01:05:38.940	1             	0:01:05:38.940	3             	0:01:02:30.000	0.00000E+000  	2.69825E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	2.69825E+000  	0.00000E+000  	0.00000E+000  	-2.30543E-005 	0.00000E+000  	101mA         
133           	0:01:06:08.940	1             	0:01:06:08.940	3             	0:01:03:00.000	0.00000E+000  	2.69888E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	2.69888E+000  	0.00000E+000  	0.00000E+000  	-2.30543E-005 	0.00000E+000  	101mA         
134           	0:01:06:38.940	1             	0:01:06:38.940	3             	0:01:03:30.000	0.00000E+000  	2.69888E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	2.69888E+000  	0.00000E+000  	0.00000E+000  	-2.30543E-005 	0.00000E+000  	101mA         
135           	0:01:07:08.940	1             	0:01:07:08.940	3             	0:01:04:00.000	0.00000E+000  	2.69920E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	2.69920E+000  	0.00000E+000  	0.00000E+000  	-2.30543E-005 	0.00000E+000  	101mA         
136           	0:01:07:38.940	1             	0:01:07:38.940	3             	0:01:04:30.000	0.00000E+000  	2.69936E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	2.69936E+000  	0.00000E+000  	0.00000E+000  	-2.30543E-005 	0.00000E+000  	101mA         
137           	0:01:08:08.940	1             	0:01:08:08.940	3             	0:01:05:00.000	0.00000E+000  	2.69967E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	2.69967E+000  	0.00000E+000  	0.00000E+000  	-2.30543E-005 	0.00000E+000  	101mA         
138           	0:01:08:38.940	1             	0:01:08:38.940	3             	0:01:05:30.000	0.00000E+000  	2.69983E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	2.69983E+000  	0.00000E+000  	0.00000E+000  	-2.30543E-005 	0.00000E+000  	101mA         
139           	0:01:09:08.940	1             	0:01:09:08.940	3             	0:01:06:00.000	0.00000E+000  	2.70015E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	2.70015E+000  	0.00000E+000  	0.00000E+000  	-2.30543E-005 	0.00000E+000  	101mA         
140           	0:01:09:38.940	1             	0:01:09:38.940	3             	0:01:06:30.000	0.00000E+000  	2.70047E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	2.70047E+000  	0.00000E+000  	0.00000E+000  	-2.30543E-005 	0.00000E+000  	101mA         
141           	0:01:10:08.940	1             	0:01:10:08.940	3             	0:01:07:00.000	0.00000E+000  	2.70047E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	2.70047E+000  	0.00000E+000  	0.00000E+000  	-2.30543E-005 	0.00000E+000  	101mA         
142           	0:01:10:38.940	1             	0:01:10:38.940	3             	0:01:07:30.000	0.00000E+000  	2.70078E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	2.70078E+000  	0.00000E+000  	0.00000E+000  	-2.30543E-005 	0.00000E+000  	101mA         
143           	0:01:11:08.940	1             	0:01:11:08.940	3             	0:01:08:00.000	0.00000E+000  	2.70126E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	2.70126E+000  	0.00000E+000  	0.00000E+000  	-2.30543E-005 	0.00000E+000  	101mA         
144           	0:01:11:38.940	1             	0:01:11:38.940	3             	0:01:08:30.000	0.00000E+000  	2.70126E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	2.70126E+000  	0.00000E+000  	0.00000E+000  	-2.30543E-005 	0.00000E+000  	101mA         
145           	0:01:12:08.940	1             	0:01:12:08.940	3             	0:01:09:00.000	0.00000E+000  	2.70142E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	2.70142E+000  	0.00000E+000  	0.00000E+000  	-2.30543E-005 	0.00000E+000  	101mA         
146           	0:01:12:38.940	1             	0:01:12:38.940	3             	0:01:09:30.000	0.00000E+000  	2.70173E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	2.70173E+000  	0.00000E+000  	0.00000E+000  	-2.30543E-005 	0.00000E+000  	101mA         
147           	0:01:13:08.940	1             	0:01:13:08.940	3             	0:01:10:00.000	0.00000E+000  	2.70205E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	2.70205E+000  	0.00000E+000  	0.00000E+000  	-2.30543E-005 	0.00000E+000  	101mA         
148           	0:01:13:38.940	1             	0:01:13:38.940	3             	0:01:10:30.000	0.00000E+000  	2.70221E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	2.70221E+000  	0.00000E+000  	0.00000E+000  	-2.30543E-005 	0.00000E+000  	101mA         
149           	0:01:14:08.940	1             	0:01:14:08.940	3             	0:01:11:00.000	0.00000E+000  	2.70253E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	2.70253E+000  	0.00000E+000  	0.00000E+000  	-2.30543E-005 	0.00000E+000  	101mA         
150           	0:01:14:38.940	1             	0:01:14:38.940	3             	0:01:11:30.000	0.00000E+000  	2.70268E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	2.70268E+000  	0.00000E+000  	0.00000E+000  	-2.30543E-005 	0.00000E+000  	101mA         
151           	0:01:15:08.940	1             	0:01:15:08.940	3             	0:01:12:00.000	0.00000E+000  	2.70268E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	2.70268E+000  	0.00000E+000  	0.00000E+000  	-2.30543E-005 	0.00000E+000  	101mA         
152           	0:01:15:38.940	1             	0:01:15:38.940	3             	0:01:12:30.000	0.00000E+000  	2.70316E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	2.70316E+000  	0.00000E+000  	0.00000E+000  	-2.30543E-005 	0.00000E+000  	101mA         
153           	0:01:16:08.940	1             	0:01:16:08.940	3             	0:01:13:00.000	0.00000E+000  	2.70348E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	2.70348E+000  	0.00000E+000  	0.00000E+000  	-2.30543E-005 	0.00000E+000  	101mA         
154           	0:01:16:38.940	1             	0:01:16:38.940	3             	0:01:13:30.000	0.00000E+000  	2.70363E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	2.70363E+000  	0.00000E+000  	0.00000E+000  	-2.30543E-005 	0.00000E+000  	101mA         
155           	0:01:17:08.940	1             	0:01:17:08.940	3             	0:01:14:00.000	0.00000E+000  	2.70379E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	2.70379E+000  	0.00000E+000  	0.00000E+000  	-2.30543E-005 	0.00000E+000  	101mA         
